userId,screenName,profileUrl,name,imgUrl,backgroundImg,bio,website,location,createdAt,followers_count,friendsCount,certified,query,timestamp
155814794,iingwen,https://twitter.com/iingwen,蔡英文 Tsai Ing-wen,http://pbs.twimg.com/profile_images/820454076618047493/ErIM-bsD_normal.jpg,https://pbs.twimg.com/profile_banners/155814794/1548144003,中華民國第14任總統 President of the Republic of China (Taiwan),https://t.co/yqQ7ZRJAe8,Taipei City,Tue Jun 15 06:45:09 +0000 2010,644717,,Certified,https://twitter.com/SinicaFans,2019-12-25T03:21:38.360Z
